Min,icv vehicle,,,,,,,icv FGF1 (3 ?g),,,,,,
-10,83.84,137.27,346.81,411.09,285.7,236.55,262.51,309.12,479.87,393.95,311.28,657.85,440.16,428.48
0,108.75,149.91,280.43,413.72,272,188.18,215.62,304.78,522.11,376.26,450.27,731.5,378.79,434.27
2,210.2,240.16,517.52,620.26,363.67,327.17,383.17,551.71,660.02,501.17,583.12,946.66,390.7,545.97
5,111.64,118.5,303.61,376.32,282.01,225.36,238.8,479.51,574.1,347.38,456.77,738.72,453.16,525.42
8,105.87,131.5,258.83,429.53,180.85,187.82,264.62,407.67,593.59,341.61,347.74,684.93,426.44,375.79
12,92.15,140.88,235.64,371.58,315.2,222.47,196.13,439.44,531.5,305.87,420.67,747.74,367.24,374.74
20,109.12,138.72,331.01,395.28,300.45,219.58,193.49,387.09,598.29,339.8,391.79,706.59,355.69,295.71
30,114.89,146.66,352.08,324.16,311.51,215.61,278.85,458.21,401.9,415.25,331.5,639.8,444.49,480.11
60,92.51,151.71,290.44,387.38,232.48,230.42,199.29,456.05,462.18,495.04,367.6,714.04,387.45,523.31
